algorithm,size,scenario,iteration,time_ms
merge,100000,sorted_99,52,2.7801
merge,100000,sorted_99,53,2.4222
merge,100000,sorted_99,54,2.6052
merge,100000,sorted_99,55,2.4722
merge,100000,sorted_99,56,2.9607
merge,100000,sorted_99,57,2.4266
merge,100000,sorted_99,58,2.6927
merge,100000,sorted_99,59,2.235
merge,100000,sorted_99,60,2.1934
merge,100000,sorted_99,61,2.3149
merge,100000,sorted_99,62,2.3109
merge,100000,sorted_99,63,2.9642
merge,100000,sorted_99,64,2.4237
merge,100000,sorted_99,65,2.5108
merge,100000,sorted_99,66,2.4157
merge,100000,sorted_99,67,2.8155
merge,100000,sorted_99,68,2.4033
merge,100000,sorted_99,69,2.6096
merge,100000,sorted_99,70,2.4168
merge,100000,sorted_99,71,2.5748
merge,100000,sorted_99,72,2.4078
merge,100000,sorted_99,73,2.5844
merge,100000,sorted_99,74,2.1313
merge,100000,sorted_99,75,2.1127
merge,100000,sorted_99,76,2.5546
merge,100000,sorted_99,77,2.4116
merge,100000,sorted_99,78,2.6453
merge,100000,sorted_99,79,2.5017
merge,100000,sorted_99,80,2.6471
merge,100000,sorted_99,81,2.3693
merge,100000,sorted_99,82,2.7618
merge,100000,sorted_99,83,2.4112
merge,100000,sorted_99,84,2.5828
merge,100000,sorted_99,85,2.4943
merge,100000,sorted_99,86,2.1202
merge,100000,sorted_99,87,2.5027
merge,100000,sorted_99,88,2.4282
merge,100000,sorted_99,89,2.4729
merge,100000,sorted_99,90,2.4302
merge,100000,sorted_99,91,2.62
merge,100000,sorted_99,92,2.3275
merge,100000,sorted_99,93,2.3302
merge,100000,sorted_99,94,2.0592
merge,100000,sorted_99,95,2.0472
merge,100000,sorted_99,96,2.2303
merge,100000,sorted_99,97,2.0486
merge,100000,sorted_99,98,2.2389
merge,100000,sorted_99,99,2.0526
quick_med3,100000,sorted_99,0,9.2695
quick_med3,100000,sorted_99,1,17.1779
quick_med3,100000,sorted_99,2,14.026
quick_med3,100000,sorted_99,3,12.4417
quick_med3,100000,sorted_99,4,9.8186
quick_med3,100000,sorted_99,5,13.0145
quick_med3,100000,sorted_99,6,7.1217
quick_med3,100000,sorted_99,7,8.7815
quick_med3,100000,sorted_99,8,6.8132
quick_med3,100000,sorted_99,9,8.1296
quick_med3,100000,sorted_99,10,8.0569
quick_med3,100000,sorted_99,11,14.0421
quick_med3,100000,sorted_99,12,9.3766
quick_med3,100000,sorted_99,13,7.3293
quick_med3,100000,sorted_99,14,6.9365
quick_med3,100000,sorted_99,15,7.0442
quick_med3,100000,sorted_99,16,6.9014
quick_med3,100000,sorted_99,17,7.3055
quick_med3,100000,sorted_99,18,8.1433
quick_med3,100000,sorted_99,19,9.4267
quick_med3,100000,sorted_99,20,11.3796
quick_med3,100000,sorted_99,21,7.6074
quick_med3,100000,sorted_99,22,54.3172
quick_med3,100000,sorted_99,23,11.1457
quick_med3,100000,sorted_99,24,7.7749
quick_med3,100000,sorted_99,25,7.5383
quick_med3,100000,sorted_99,26,14.4541
quick_med3,100000,sorted_99,27,8.0747
quick_med3,100000,sorted_99,28,9.3459
quick_med3,100000,sorted_99,29,8.3921
quick_med3,100000,sorted_99,30,7.2712
quick_med3,100000,sorted_99,31,8.1492
quick_med3,100000,sorted_99,32,7.6171
quick_med3,100000,sorted_99,33,9.5479
quick_med3,100000,sorted_99,34,17.2676
quick_med3,100000,sorted_99,35,7.5008
quick_med3,100000,sorted_99,36,17.3296
quick_med3,100000,sorted_99,37,8.3727
quick_med3,100000,sorted_99,38,7.8417
quick_med3,100000,sorted_99,39,7.0633
quick_med3,100000,sorted_99,40,10.177
quick_med3,100000,sorted_99,41,13.507
quick_med3,100000,sorted_99,42,7.1717
quick_med3,100000,sorted_99,43,7.3066
quick_med3,100000,sorted_99,44,28.1698
quick_med3,100000,sorted_99,45,12.5029
quick_med3,100000,sorted_99,46,13.0259
quick_med3,100000,sorted_99,47,10.1859
quick_med3,100000,sorted_99,48,18.7703
quick_med3,100000,sorted_99,49,7.9492
quick_med3,100000,sorted_99,50,10.6874
quick_med3,100000,sorted_99,51,48.8212
quick_med3,100000,sorted_99,52,8.5275
quick_med3,100000,sorted_99,53,11.2459
quick_med3,100000,sorted_99,54,7.2222
quick_med3,100000,sorted_99,55,9.6991
quick_med3,100000,sorted_99,56,8.4502
quick_med3,100000,sorted_99,57,9.1952
quick_med3,100000,sorted_99,58,17.1494
quick_med3,100000,sorted_99,59,8.8793
quick_med3,100000,sorted_99,60,12.7869
quick_med3,100000,sorted_99,61,7.4922
quick_med3,100000,sorted_99,62,8.7998
quick_med3,100000,sorted_99,63,12.1371
quick_med3,100000,sorted_99,64,14.1603
quick_med3,100000,sorted_99,65,8.7889
quick_med3,100000,sorted_99,66,21.0171
quick_med3,100000,sorted_99,67,18.052
quick_med3,100000,sorted_99,68,11.6255
quick_med3,100000,sorted_99,69,8.5877
quick_med3,100000,sorted_99,70,34.4345
quick_med3,100000,sorted_99,71,11.0718
quick_med3,100000,sorted_99,72,10.8777
quick_med3,100000,sorted_99,73,18.7751
quick_med3,100000,sorted_99,74,11.0331
quick_med3,100000,sorted_99,75,13.8439
quick_med3,100000,sorted_99,76,18.5957
quick_med3,100000,sorted_99,77,13.5288
quick_med3,100000,sorted_99,78,18.8007
quick_med3,100000,sorted_99,79,11.585
quick_med3,100000,sorted_99,80,12.8685
quick_med3,100000,sorted_99,81,21.706
quick_med3,100000,sorted_99,82,39.0377
quick_med3,100000,sorted_99,83,17.791
quick_med3,100000,sorted_99,84,8.9688
quick_med3,100000,sorted_99,85,9.1187
quick_med3,100000,sorted_99,86,9.7668
quick_med3,100000,sorted_99,87,10.3852
quick_med3,100000,sorted_99,88,16.617
quick_med3,100000,sorted_99,89,13.3735
quick_med3,100000,sorted_99,90,8.3287
quick_med3,100000,sorted_99,91,12.5563
quick_med3,100000,sorted_99,92,21.0662
quick_med3,100000,sorted_99,93,30.0162
quick_med3,100000,sorted_99,94,19.4736
quick_med3,100000,sorted_99,95,7.5881
quick_med3,100000,sorted_99,96,10.6943
quick_med3,100000,sorted_99,97,11.0159
quick_med3,100000,sorted_99,98,13.9134
quick_med3,100000,sorted_99,99,7.7122
intro,100000,sorted_99,0,7.9068
intro,100000,sorted_99,1,9.9217
intro,100000,sorted_99,2,8.256
intro,100000,sorted_99,3,8.817
intro,100000,sorted_99,4,8.241
intro,100000,sorted_99,5,7.9021
intro,100000,sorted_99,6,7.2286
intro,100000,sorted_99,7,7.6525
intro,100000,sorted_99,8,7.3406
intro,100000,sorted_99,9,7.4415
intro,100000,sorted_99,10,7.98
intro,100000,sorted_99,11,8.5019
intro,100000,sorted_99,12,7.5901
intro,100000,sorted_99,13,7.8355
intro,100000,sorted_99,14,7.6934
intro,100000,sorted_99,15,9.7833
intro,100000,sorted_99,16,8.026
intro,100000,sorted_99,17,8.6791
intro,100000,sorted_99,18,9.1122
intro,100000,sorted_99,19,8.5217
intro,100000,sorted_99,20,9.1133
intro,100000,sorted_99,21,7.7687
intro,100000,sorted_99,22,10.3844
intro,100000,sorted_99,23,9.4202
intro,100000,sorted_99,24,7.6569
intro,100000,sorted_99,25,8.6846
intro,100000,sorted_99,26,8.9152
intro,100000,sorted_99,27,8.5887
intro,100000,sorted_99,28,8.7298
intro,100000,sorted_99,29,8.2316
intro,100000,sorted_99,30,8.5641
intro,100000,sorted_99,31,8.3284
intro,100000,sorted_99,32,8.4857
intro,100000,sorted_99,33,8.2988
intro,100000,sorted_99,34,10.3118
intro,100000,sorted_99,35,8.6832
intro,100000,sorted_99,36,9.1884
intro,100000,sorted_99,37,9.0654
intro,100000,sorted_99,38,7.8998
intro,100000,sorted_99,39,8.8232
intro,100000,sorted_99,40,9.154
intro,100000,sorted_99,41,8.8894
intro,100000,sorted_99,42,8.6925
intro,100000,sorted_99,43,7.7811
intro,100000,sorted_99,44,10.3723
intro,100000,sorted_99,45,9.8676
intro,100000,sorted_99,46,8.7652
intro,100000,sorted_99,47,8.5655
intro,100000,sorted_99,48,10.0278
intro,100000,sorted_99,49,8.1243
intro,100000,sorted_99,50,8.5447
intro,100000,sorted_99,51,10.2604
intro,100000,sorted_99,52,8.9942
intro,100000,sorted_99,53,8.3813
intro,100000,sorted_99,54,9.7944
intro,100000,sorted_99,55,10.4792
intro,100000,sorted_99,56,8.8053
intro,100000,sorted_99,57,9.9249
intro,100000,sorted_99,58,10.3841
intro,100000,sorted_99,59,9.852
intro,100000,sorted_99,60,10.6869
intro,100000,sorted_99,61,8.2839
intro,100000,sorted_99,62,9.4235
intro,100000,sorted_99,63,9.4104
intro,100000,sorted_99,64,9.0498
intro,100000,sorted_99,65,9.1612
intro,100000,sorted_99,66,10.4538
intro,100000,sorted_99,67,9.7653
intro,100000,sorted_99,68,8.3952
intro,100000,sorted_99,69,8.9652
intro,100000,sorted_99,70,9.0888
intro,100000,sorted_99,71,8.041
intro,100000,sorted_99,72,8.4289
intro,100000,sorted_99,73,8.6214
intro,100000,sorted_99,74,9.4353
intro,100000,sorted_99,75,34.4415
intro,100000,sorted_99,76,15.0032
intro,100000,sorted_99,77,15.9972
intro,100000,sorted_99,78,12.0347
intro,100000,sorted_99,79,9.8093
intro,100000,sorted_99,80,8.4526
intro,100000,sorted_99,81,12.817
intro,100000,sorted_99,82,14.9186
intro,100000,sorted_99,83,10.4846
intro,100000,sorted_99,84,10.6778
intro,100000,sorted_99,85,9.5062
intro,100000,sorted_99,86,13.6831
intro,100000,sorted_99,87,12.6777
intro,100000,sorted_99,88,10.4453
intro,100000,sorted_99,89,12.9106
intro,100000,sorted_99,90,9.3099
intro,100000,sorted_99,91,10.6195
intro,100000,sorted_99,92,13.2979
intro,100000,sorted_99,93,11.7118
intro,100000,sorted_99,94,11.4125
intro,100000,sorted_99,95,9.0602
intro,100000,sorted_99,96,9.1135
intro,100000,sorted_99,97,7.7617
intro,100000,sorted_99,98,8.4211
intro,100000,sorted_99,99,7.0646
merge,100000,sorted_99_7,0,2.1745
merge,100000,sorted_99_7,1,2.2137
merge,100000,sorted_99_7,2,2.2595
merge,100000,sorted_99_7,3,2.0111
merge,100000,sorted_99_7,4,2.3036
merge,100000,sorted_99_7,5,2.0191
merge,100000,sorted_99_7,6,2.0132
merge,100000,sorted_99_7,7,2.2705
merge,100000,sorted_99_7,8,2.0244
merge,100000,sorted_99_7,9,2.8455
merge,100000,sorted_99_7,10,2.0157
merge,100000,sorted_99_7,11,2.0408
merge,100000,sorted_99_7,12,2.4147
merge,100000,sorted_99_7,13,2.0603
merge,100000,sorted_99_7,14,2.3302
merge,100000,sorted_99_7,15,2.5614
merge,100000,sorted_99_7,16,2.7316
merge,100000,sorted_99_7,17,2.0577
merge,100000,sorted_99_7,18,2.078
merge,100000,sorted_99_7,19,2.2221
merge,100000,sorted_99_7,20,2.0154
merge,100000,sorted_99_7,21,2.3679
merge,100000,sorted_99_7,22,2.1023
merge,100000,sorted_99_7,23,2.4961
merge,100000,sorted_99_7,24,2.0208
merge,100000,sorted_99_7,25,2.0417
merge,100000,sorted_99_7,26,2.3027
merge,100000,sorted_99_7,27,2.0261
merge,100000,sorted_99_7,28,2.3518
merge,100000,sorted_99_7,29,2.0235
merge,100000,sorted_99_7,30,2.0145
merge,100000,sorted_99_7,31,2.3585
merge,100000,sorted_99_7,32,2.0127
merge,100000,sorted_99_7,33,2.3139
merge,100000,sorted_99_7,34,2.4156
merge,100000,sorted_99_7,35,2.1595
merge,100000,sorted_99_7,36,2.42
merge,100000,sorted_99_7,37,2.0155
merge,100000,sorted_99_7,38,2.3623
merge,100000,sorted_99_7,39,2.0123
merge,100000,sorted_99_7,40,2.3425
merge,100000,sorted_99_7,41,2.0593
merge,100000,sorted_99_7,42,2.0563
merge,100000,sorted_99_7,43,2.4969
merge,100000,sorted_99_7,44,2.0148
merge,100000,sorted_99_7,45,2.2736
merge,100000,sorted_99_7,46,2.0466
merge,100000,sorted_99_7,47,2.0546
merge,100000,sorted_99_7,48,2.4384
merge,100000,sorted_99_7,49,2.0149
merge,100000,sorted_99_7,50,2.3052
merge,100000,sorted_99_7,51,2.0161
merge,100000,sorted_99_7,52,2.0449
merge,100000,sorted_99_7,53,2.6561
merge,100000,sorted_99_7,54,3.0329
merge,100000,sorted_99_7,55,2.4545
merge,100000,sorted_99_7,56,2.0195
merge,100000,sorted_99_7,57,2.4152
merge,100000,sorted_99_7,58,2.0137
merge,100000,sorted_99_7,59,2.1424
merge,100000,sorted_99_7,60,2.2527
merge,100000,sorted_99_7,61,2.012
merge,100000,sorted_99_7,62,2.3404
merge,100000,sorted_99_7,63,2.0155
merge,100000,sorted_99_7,64,2.038
merge,100000,sorted_99_7,65,2.3319
merge,100000,sorted_99_7,66,2.0299
merge,100000,sorted_99_7,67,2.2854
merge,100000,sorted_99_7,68,2.0314
merge,100000,sorted_99_7,69,2.04
merge,100000,sorted_99_7,70,2.5834
merge,100000,sorted_99_7,71,2.0151
merge,100000,sorted_99_7,72,2.3786
merge,100000,sorted_99_7,73,2.664
merge,100000,sorted_99_7,74,2.523
merge,100000,sorted_99_7,75,2.7
merge,100000,sorted_99_7,76,2.7246
merge,100000,sorted_99_7,77,2.0152
merge,100000,sorted_99_7,78,2.0419
merge,100000,sorted_99_7,79,2.3689
merge,100000,sorted_99_7,80,2.0408
merge,100000,sorted_99_7,81,2.2716
merge,100000,sorted_99_7,82,2.09
merge,100000,sorted_99_7,83,2.2865
merge,100000,sorted_99_7,84,2.1354
merge,100000,sorted_99_7,85,2.0142
merge,100000,sorted_99_7,86,2.3307
merge,100000,sorted_99_7,87,2.0142
merge,100000,sorted_99_7,88,2.317
merge,100000,sorted_99_7,89,2.1035
merge,100000,sorted_99_7,90,2.044
merge,100000,sorted_99_7,91,2.5026
merge,100000,sorted_99_7,92,2.6201
merge,100000,sorted_99_7,93,2.4526
merge,100000,sorted_99_7,94,2.019
merge,100000,sorted_99_7,95,2.0437
merge,100000,sorted_99_7,96,2.3394
merge,100000,sorted_99_7,97,2.0367
merge,100000,sorted_99_7,98,2.3968
merge,100000,sorted_99_7,99,2.0277
quick_med3,100000,sorted_99_7,0,34.7995
quick_med3,100000,sorted_99_7,1,85.9903
quick_med3,100000,sorted_99_7,2,16.9865
quick_med3,100000,sorted_99_7,3,34.251
quick_med3,100000,sorted_99_7,4,19.2122
quick_med3,100000,sorted_99_7,5,21.5447
quick_med3,100000,sorted_99_7,6,24.949
quick_med3,100000,sorted_99_7,7,117.328
quick_med3,100000,sorted_99_7,8,15.4829
quick_med3,100000,sorted_99_7,9,20.3962
quick_med3,100000,sorted_99_7,10,57.3322
quick_med3,100000,sorted_99_7,11,20.4024
quick_med3,100000,sorted_99_7,12,22.603
quick_med3,100000,sorted_99_7,13,31.3505
quick_med3,100000,sorted_99_7,14,46.5693
quick_med3,100000,sorted_99_7,15,29.8416
quick_med3,100000,sorted_99_7,16,17.0598
quick_med3,100000,sorted_99_7,17,49.396
quick_med3,100000,sorted_99_7,18,24.2186
quick_med3,100000,sorted_99_7,19,18.8674
quick_med3,100000,sorted_99_7,20,31.1263
quick_med3,100000,sorted_99_7,21,50.7033
quick_med3,100000,sorted_99_7,22,51.8589
quick_med3,100000,sorted_99_7,23,19.3429
quick_med3,100000,sorted_99_7,24,54.2284
quick_med3,100000,sorted_99_7,25,57.3777
quick_med3,100000,sorted_99_7,26,16.5003
quick_med3,100000,sorted_99_7,27,33.5986
quick_med3,100000,sorted_99_7,28,20.0513
quick_med3,100000,sorted_99_7,29,31.8758
quick_med3,100000,sorted_99_7,30,20.3714
quick_med3,100000,sorted_99_7,31,18.7055
quick_med3,100000,sorted_99_7,32,40.4449
quick_med3,100000,sorted_99_7,33,34.1559
quick_med3,100000,sorted_99_7,34,22.4849
quick_med3,100000,sorted_99_7,35,31.0571
quick_med3,100000,sorted_99_7,36,15.293
quick_med3,100000,sorted_99_7,37,48.1676
quick_med3,100000,sorted_99_7,38,17.1231
quick_med3,100000,sorted_99_7,39,24.7032
quick_med3,100000,sorted_99_7,40,14.4162
quick_med3,100000,sorted_99_7,41,32.482
quick_med3,100000,sorted_99_7,42,16.766
quick_med3,100000,sorted_99_7,43,43.764
quick_med3,100000,sorted_99_7,44,16.2154
quick_med3,100000,sorted_99_7,45,44.0411
quick_med3,100000,sorted_99_7,46,15.3611
quick_med3,100000,sorted_99_7,47,19.0551
quick_med3,100000,sorted_99_7,48,20.9866
quick_med3,100000,sorted_99_7,49,60.1846
quick_med3,100000,sorted_99_7,50,24.375
quick_med3,100000,sorted_99_7,51,34.3807
quick_med3,100000,sorted_99_7,52,81.7902
quick_med3,100000,sorted_99_7,53,23.7263
quick_med3,100000,sorted_99_7,54,24.7182
quick_med3,100000,sorted_99_7,55,22.3771
quick_med3,100000,sorted_99_7,56,63.3183
quick_med3,100000,sorted_99_7,57,27.5532
quick_med3,100000,sorted_99_7,58,18.3582
quick_med3,100000,sorted_99_7,59,85.5783
quick_med3,100000,sorted_99_7,60,19.4858
quick_med3,100000,sorted_99_7,61,20.507
quick_med3,100000,sorted_99_7,62,26.876
quick_med3,100000,sorted_99_7,63,44.0975
quick_med3,100000,sorted_99_7,64,41.4754
quick_med3,100000,sorted_99_7,65,23.4692
quick_med3,100000,sorted_99_7,66,18.5197
quick_med3,100000,sorted_99_7,67,19.9609
quick_med3,100000,sorted_99_7,68,46.1358
quick_med3,100000,sorted_99_7,69,19.8581
quick_med3,100000,sorted_99_7,70,44.9558
quick_med3,100000,sorted_99_7,71,58.1204
quick_med3,100000,sorted_99_7,72,64.1806
quick_med3,100000,sorted_99_7,73,14.7271
quick_med3,100000,sorted_99_7,74,54.0266
quick_med3,100000,sorted_99_7,75,29.5382
quick_med3,100000,sorted_99_7,76,56.3499
quick_med3,100000,sorted_99_7,77,23.2514
quick_med3,100000,sorted_99_7,78,49.2976
quick_med3,100000,sorted_99_7,79,47.7316
quick_med3,100000,sorted_99_7,80,49.4785
quick_med3,100000,sorted_99_7,81,16.5125
quick_med3,100000,sorted_99_7,82,35.7502
quick_med3,100000,sorted_99_7,83,20.5451
quick_med3,100000,sorted_99_7,84,22.0525
quick_med3,100000,sorted_99_7,85,21.6777
quick_med3,100000,sorted_99_7,86,50.376
quick_med3,100000,sorted_99_7,87,27.9173
quick_med3,100000,sorted_99_7,88,19.5115
quick_med3,100000,sorted_99_7,89,20.7685
quick_med3,100000,sorted_99_7,90,92.6742
quick_med3,100000,sorted_99_7,91,18.4788
quick_med3,100000,sorted_99_7,92,19.6268
quick_med3,100000,sorted_99_7,93,20.6528
quick_med3,100000,sorted_99_7,94,23.0351
quick_med3,100000,sorted_99_7,95,30.3018
quick_med3,100000,sorted_99_7,96,29.603
quick_med3,100000,sorted_99_7,97,17.6258
quick_med3,100000,sorted_99_7,98,44.723
quick_med3,100000,sorted_99_7,99,20.2622
intro,100000,sorted_99_7,0,8.4232
intro,100000,sorted_99_7,1,8.8422
intro,100000,sorted_99_7,2,8.7143
intro,100000,sorted_99_7,3,8.372
intro,100000,sorted_99_7,4,8.5703
intro,100000,sorted_99_7,5,8.4206
intro,100000,sorted_99_7,6,8.59
intro,100000,sorted_99_7,7,8.5104
intro,100000,sorted_99_7,8,8.4451
intro,100000,sorted_99_7,9,7.9432
intro,100000,sorted_99_7,10,8.3717
intro,100000,sorted_99_7,11,8.0124
intro,100000,sorted_99_7,12,8.2056
intro,100000,sorted_99_7,13,8.0698
intro,100000,sorted_99_7,14,8.3438
intro,100000,sorted_99_7,15,7.9986
intro,100000,sorted_99_7,16,8.1031
intro,100000,sorted_99_7,17,8.502
intro,100000,sorted_99_7,18,8.3555
intro,100000,sorted_99_7,19,7.9025
intro,100000,sorted_99_7,20,9.2269
intro,100000,sorted_99_7,21,8.7493
intro,100000,sorted_99_7,22,8.229
intro,100000,sorted_99_7,23,8.5599
intro,100000,sorted_99_7,24,8.4135
intro,100000,sorted_99_7,25,8.83
intro,100000,sorted_99_7,26,8.1401
intro,100000,sorted_99_7,27,8.9441
intro,100000,sorted_99_7,28,8.1032
intro,100000,sorted_99_7,29,8.4418
intro,100000,sorted_99_7,30,8.1394
intro,100000,sorted_99_7,31,8.2182
intro,100000,sorted_99_7,32,8.2501
intro,100000,sorted_99_7,33,8.5732
intro,100000,sorted_99_7,34,8.6934
intro,100000,sorted_99_7,35,8.7123
intro,100000,sorted_99_7,36,8.0801
intro,100000,sorted_99_7,37,8.4754
intro,100000,sorted_99_7,38,8.271
intro,100000,sorted_99_7,39,8.1151
intro,100000,sorted_99_7,40,8.0794
intro,100000,sorted_99_7,41,8.1049
intro,100000,sorted_99_7,42,8.0709
intro,100000,sorted_99_7,43,8.3416
intro,100000,sorted_99_7,44,8.2897
intro,100000,sorted_99_7,45,8.4291
intro,100000,sorted_99_7,46,7.9705
intro,100000,sorted_99_7,47,7.7118
intro,100000,sorted_99_7,48,9.5726
intro,100000,sorted_99_7,49,8.9372
intro,100000,sorted_99_7,50,8.4999
intro,100000,sorted_99_7,51,8.1501
intro,100000,sorted_99_7,52,8.1949
intro,100000,sorted_99_7,53,8.1434
intro,100000,sorted_99_7,54,8.1788
intro,100000,sorted_99_7,55,7.9851
intro,100000,sorted_99_7,56,8.5173
intro,100000,sorted_99_7,57,8.0724
intro,100000,sorted_99_7,58,8.0041
intro,100000,sorted_99_7,59,8.4117
intro,100000,sorted_99_7,60,7.8743
intro,100000,sorted_99_7,61,8.0369
intro,100000,sorted_99_7,62,8.8284
intro,100000,sorted_99_7,63,8.8372
intro,100000,sorted_99_7,64,9.4589
intro,100000,sorted_99_7,65,8.5029
intro,100000,sorted_99_7,66,7.7958
intro,100000,sorted_99_7,67,8.4862
intro,100000,sorted_99_7,68,8.3773
intro,100000,sorted_99_7,69,7.9626
intro,100000,sorted_99_7,70,8.3859
intro,100000,sorted_99_7,71,8.4594
intro,100000,sorted_99_7,72,8.3727
intro,100000,sorted_99_7,73,7.817
intro,100000,sorted_99_7,74,8.3232
intro,100000,sorted_99_7,75,8.0772
intro,100000,sorted_99_7,76,8.4082
intro,100000,sorted_99_7,77,8.9508
intro,100000,sorted_99_7,78,7.9938
intro,100000,sorted_99_7,79,8.4083
intro,100000,sorted_99_7,80,7.9684
intro,100000,sorted_99_7,81,7.8595
intro,100000,sorted_99_7,82,8.1835
intro,100000,sorted_99_7,83,8.0274
intro,100000,sorted_99_7,84,8.1116
intro,100000,sorted_99_7,85,7.8884
intro,100000,sorted_99_7,86,8.3729
intro,100000,sorted_99_7,87,8.1231
intro,100000,sorted_99_7,88,7.8578
intro,100000,sorted_99_7,89,8.2113
intro,100000,sorted_99_7,90,9.446
intro,100000,sorted_99_7,91,8.0703
intro,100000,sorted_99_7,92,7.838
intro,100000,sorted_99_7,93,7.95
intro,100000,sorted_99_7,94,8.0765
intro,100000,sorted_99_7,95,8.5336
intro,100000,sorted_99_7,96,8.1426
intro,100000,sorted_99_7,97,7.868
intro,100000,sorted_99_7,98,8.5089
intro,100000,sorted_99_7,99,7.8279
merge,100000,reverse,0,2.2011
merge,100000,reverse,1,2.1207
merge,100000,reverse,2,1.9461
merge,100000,reverse,3,2.0439
merge,100000,reverse,4,2.0112
merge,100000,reverse,5,2.1074
merge,100000,reverse,6,2.1882
merge,100000,reverse,7,1.9707
merge,100000,reverse,8,1.9824
merge,100000,reverse,9,2.2031
merge,100000,reverse,10,1.9498
merge,100000,reverse,11,2.1972
merge,100000,reverse,12,1.962
merge,100000,reverse,13,2.0432
merge,100000,reverse,14,2.277
merge,100000,reverse,15,1.9568
merge,100000,reverse,16,2.1983
merge,100000,reverse,17,1.9946
merge,100000,reverse,18,1.9761
merge,100000,reverse,19,2.1706
merge,100000,reverse,20,2.0459
merge,100000,reverse,21,2.0779
merge,100000,reverse,22,2.0821
merge,100000,reverse,23,1.9872
merge,100000,reverse,24,2.267
merge,100000,reverse,25,1.9505
merge,100000,reverse,26,1.987
merge,100000,reverse,27,2.2775
merge,100000,reverse,28,1.962
merge,100000,reverse,29,2.122
merge,100000,reverse,30,1.9539
merge,100000,reverse,31,1.9778
merge,100000,reverse,32,2.1272
merge,100000,reverse,33,1.9476
merge,100000,reverse,34,2.0408
merge,100000,reverse,35,2.1154
merge,100000,reverse,36,1.9604
merge,100000,reverse,37,2.1144
merge,100000,reverse,38,1.9506
merge,100000,reverse,39,1.9767
merge,100000,reverse,40,2.0842
merge,100000,reverse,41,2.0386
merge,100000,reverse,42,2.0153
merge,100000,reverse,43,1.9918
merge,100000,reverse,44,1.9509
merge,100000,reverse,45,2.0995
merge,100000,reverse,46,1.951
merge,100000,reverse,47,1.9776
merge,100000,reverse,48,2.0558
merge,100000,reverse,49,1.9869
merge,100000,reverse,50,2.0849
merge,100000,reverse,51,1.9885
merge,100000,reverse,52,1.9502
merge,100000,reverse,53,2.1613
merge,100000,reverse,54,1.9502
merge,100000,reverse,55,1.9793
merge,100000,reverse,56,2.1246
merge,100000,reverse,57,2.2068
merge,100000,reverse,58,2.8663
merge,100000,reverse,59,1.9512
merge,100000,reverse,60,2.2721
merge,100000,reverse,61,1.9542
merge,100000,reverse,62,1.9764
merge,100000,reverse,63,2.1354
merge,100000,reverse,64,1.9481
merge,100000,reverse,65,1.9762
merge,100000,reverse,66,2.0404
merge,100000,reverse,67,1.9475
merge,100000,reverse,68,2.124
merge,100000,reverse,69,1.9534
merge,100000,reverse,70,2.0355
merge,100000,reverse,71,2.1031
merge,100000,reverse,72,1.9519
merge,100000,reverse,73,1.9787
merge,100000,reverse,74,2.0514
merge,100000,reverse,75,1.949
merge,100000,reverse,76,2.1168
merge,100000,reverse,77,1.952
merge,100000,reverse,78,2.0291
merge,100000,reverse,79,2.0494
merge,100000,reverse,80,1.9485
merge,100000,reverse,81,1.9783
merge,100000,reverse,82,2.081
merge,100000,reverse,83,1.9483
merge,100000,reverse,84,2.0572
merge,100000,reverse,85,2.0904
merge,100000,reverse,86,1.9803
merge,100000,reverse,87,2.0748
merge,100000,reverse,88,1.9475
merge,100000,reverse,89,1.9771
merge,100000,reverse,90,2.0461
merge,100000,reverse,91,1.95
merge,100000,reverse,92,2.1262
merge,100000,reverse,93,1.9949
merge,100000,reverse,94,1.9774
merge,100000,reverse,95,2.0722
merge,100000,reverse,96,1.9453
merge,100000,reverse,97,1.9774
merge,100000,reverse,98,2.1334
merge,100000,reverse,99,1.9591
quick_med3,100000,reverse,0,3.1643
quick_med3,100000,reverse,1,3.0367
quick_med3,100000,reverse,2,3.1576
quick_med3,100000,reverse,3,3.1558
quick_med3,100000,reverse,4,3.0015
quick_med3,100000,reverse,5,3.7511
quick_med3,100000,reverse,6,2.9995
quick_med3,100000,reverse,7,3.6902
quick_med3,100000,reverse,8,3.4539
quick_med3,100000,reverse,9,3.001
quick_med3,100000,reverse,10,3.3194
quick_med3,100000,reverse,11,3.0128
quick_med3,100000,reverse,12,3.2399
quick_med3,100000,reverse,13,3.3034
quick_med3,100000,reverse,14,2.9845
quick_med3,100000,reverse,15,3.1154
quick_med3,100000,reverse,16,3.008
quick_med3,100000,reverse,17,3.2161
quick_med3,100000,reverse,18,3.3368
quick_med3,100000,reverse,19,3.8365
quick_med3,100000,reverse,20,3.578
quick_med3,100000,reverse,21,3.2701
quick_med3,100000,reverse,22,3.9383
quick_med3,100000,reverse,23,4.0904
quick_med3,100000,reverse,24,3.5869
quick_med3,100000,reverse,25,3.4338
quick_med3,100000,reverse,26,3.5097
quick_med3,100000,reverse,27,3.054
quick_med3,100000,reverse,28,3.4462
quick_med3,100000,reverse,29,3.9579
quick_med3,100000,reverse,30,4.234
quick_med3,100000,reverse,31,3.608
quick_med3,100000,reverse,32,4.1287
quick_med3,100000,reverse,33,3.8593
quick_med3,100000,reverse,34,3.1723
quick_med3,100000,reverse,35,3.5839
quick_med3,100000,reverse,36,3.5222
